severity	kind	file	target	note
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260621T180001Z.md:1	/home/shovalbe/.claude/docs/MEMORY_PROPOSALS_2026-06-21.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260621T180001Z.md:15	/home/shovalbe/.claude/projects/-home-shovalbe/memory/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260628T064030Z.md:5	/home/shovalbe/.claude/docs/MEMORY_PROPOSALS_2026-06-28.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260705T063545Z.md:3	/home/shovalbe/.claude/docs/MEMORY_PROPOSALS_2026-07-05.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a01-memory-curator-sweep-20260712T063031Z.md:3	/home/shovalbe/.claude/docs/MEMORY_PROPOSALS_2026-07-12.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260518T172908Z.md:3	/home/shovalbe/.claude/docs/EMAIL_ACTIONS_2026-05-18.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260518T172908Z.md:5	/home/shovalbe/.claude/cache/pst/latest.jsonl	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260518T172908Z.md:5	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260518T180001Z.md:3	/home/shovalbe/.claude/docs/EMAIL_ACTIONS_2026-05-18.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260518T180001Z.md:7	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260525T172350Z.md:1	/home/shovalbe/.claude/docs/EMAIL_ACTIONS_2026-05-25.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260525T172350Z.md:3	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260525T180001Z.md:3	/home/shovalbe/.claude/docs/EMAIL_ACTIONS_2026-05-25.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260525T180001Z.md:5	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260601T180001Z.md:1	/home/shovalbe/.claude/docs/EMAIL_ACTIONS_2026-06-01.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260601T180001Z.md:5	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260608T180001Z.md:3	/home/shovalbe/.claude/docs/EMAIL_ACTIONS_2026-06-08.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260608T180001Z.md:5	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260615T180001Z.md:3	/home/shovalbe/.claude/docs/EMAIL_ACTIONS_2026-06-15.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260615T180001Z.md:7	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a05-pst-email-action-mining-20260622T180002Z.md:3	/home/shovalbe/.claude/docs/EMAIL_ACTIONS_2026-06-22.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260519T171708Z.md:3	/home/shovalbe/.claude/docs/CLAUDEMD_DRIFT_20260519T171708Z.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260519T171708Z.md:5	/home/shovalbe/CLAUDE.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260519T171708Z.md:5	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260519T180001Z.md:11	/home/shovalbe/CLAUDE.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260519T180001Z.md:12	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260519T180001Z.md:3	/home/shovalbe/.claude/docs/CLAUDEMD_DRIFT_20260519.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260526T172350Z.md:10	/home/shovalbe/CLAUDE.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260526T172350Z.md:12	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260526T172350Z.md:14	/home/shovalbe/tmp/claudemd_drift_audit.py	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260526T172350Z.md:3	/home/shovalbe/.claude/docs/CLAUDEMD_DRIFT_2026-05-26.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260526T180001Z.md:1	/home/shovalbe/.claude/docs/CLAUDEMD_DRIFT_2026-05-26.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260526T180001Z.md:11	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260602T180001Z.md:1	/home/shovalbe/.claude/docs/CLAUDEMD_DRIFT_2026-06-02.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260602T180001Z.md:10	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260607T063017Z.md:12	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260607T063017Z.md:3	/home/shovalbe/.claude/docs/CLAUDEMD_DRIFT_2026-06-07.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260607T063017Z.md:8	/home/shovalbe/CLAUDE.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260614T063059Z.md:14	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260614T063059Z.md:3	/home/shovalbe/.claude/docs/CLAUDEMD_DRIFT_2026-06-14.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260616T180001Z.md:12	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260616T180001Z.md:3	/home/shovalbe/.claude/docs/CLAUDEMD_DRIFT_2026-06-16.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260621T063022Z.md:1	/home/shovalbe/.claude/docs/CLAUDEMD_DRIFT_2026-06-21.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260621T063022Z.md:10	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260621T063022Z.md:4	/home/shovalbe/CLAUDE.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260621T063022Z.md:5	/home/shovalbe/projects/cs-agent	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260623T180001Z.md:1	/home/shovalbe/.claude/docs/CLAUDEMD_DRIFT_2026-06-23.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260623T180001Z.md:5	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260628T064030Z.md:13	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260628T064030Z.md:3	/home/shovalbe/.claude/docs/CLAUDEMD_DRIFT_20260628.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260705T063545Z.md:13	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260705T063545Z.md:3	/home/shovalbe/.claude/docs/CLAUDEMD_DRIFT_20260705.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260712T063031Z.md:10	/home/shovalbe/CLAUDE.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a08-claudemd-drift-per-project-20260712T063031Z.md:3	/home/shovalbe/.claude/docs/CLAUDEMD_DRIFT_2026-07-12.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a09-forge-loop-compliance-score-20260503T131438Z.md:3	/home/shovalbe/.claude/docs/FORGE_COMPLIANCE_2026-05-03.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a09-forge-loop-compliance-score-20260516T180000Z.md:10	~/.claude/cache/sessions/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a09-forge-loop-compliance-score-20260516T180000Z.md:3	/home/shovalbe/.claude/docs/FORGE_COMPLIANCE_2026-05-16.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a09-forge-loop-compliance-score-20260523T172650Z.md:1	/home/shovalbe/.claude/docs/FORGE_COMPLIANCE_2026-05-23.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a09-forge-loop-compliance-score-20260523T172650Z.md:9	~/.claude/cache/sessions/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a09-forge-loop-compliance-score-20260523T180001Z.md:12	~/.claude/cache/sessions/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a09-forge-loop-compliance-score-20260523T180001Z.md:3	/home/shovalbe/.claude/docs/FORGE_COMPLIANCE_2026-05-23.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a09-forge-loop-compliance-score-20260606T180001Z.md:1	/home/shovalbe/.claude/docs/FORGE_COMPLIANCE_2026-06-06.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a09-forge-loop-compliance-score-20260606T180001Z.md:9	~/.claude/cache/sessions/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a09-forge-loop-compliance-score-20260607T133021Z.md:12	~/.claude/cache/sessions/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a09-forge-loop-compliance-score-20260607T133021Z.md:3	/home/shovalbe/.claude/docs/FORGE_COMPLIANCE_2026-06-07.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a09-forge-loop-compliance-score-20260614T133059Z.md:1	/home/shovalbe/.claude/docs/FORGE_COMPLIANCE_2026-06-14.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a09-forge-loop-compliance-score-20260614T133059Z.md:9	~/.claude/cache/sessions/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/a09-forge-loop-compliance-score-20260705T133024Z.md:1	/home/shovalbe/.claude/docs/FORGE_COMPLIANCE_2026-07-05.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c01-platform-hygiene-sweep-20260427T060009Z.md:1	/home/shovalbe/.claude/docs/PLATFORM_HYGIENE_2026-04-27.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c01-platform-hygiene-sweep-20260504T062400Z.md:3	/home/shovalbe/.claude/docs/PLATFORM_HYGIENE_2026-05-04.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c01-platform-hygiene-sweep-20260504T062400Z.md:9	~/.claude/bin/pst-watch.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c01-platform-hygiene-sweep-20260504T062400Z.md:9	~/.claude/cache/sessions.db	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c01-platform-hygiene-sweep-20260511T054417Z.md:3	/home/shovalbe/.claude/docs/PLATFORM_HYGIENE_2026-05-11.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c01-platform-hygiene-sweep-20260511T054417Z.md:9	~/.claude/bin/pst-*	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c01-platform-hygiene-sweep-20260524T164050Z.md:3	/home/shovalbe/.claude/docs/PLATFORM_HYGIENE_2026-05-24.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c01-platform-hygiene-sweep-20260531T164412Z.md:1	/home/shovalbe/.claude/docs/PLATFORM_HYGIENE_2026-05-31.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c01-platform-hygiene-sweep-20260607T063017Z.md:1	/home/shovalbe/.claude/docs/PLATFORM_HYGIENE_2026-06-07.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c01-platform-hygiene-sweep-20260614T063059Z.md:3	/home/shovalbe/.claude/docs/PLATFORM_HYGIENE_2026-06-14.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c01-platform-hygiene-sweep-20260621T063022Z.md:1	/home/shovalbe/.claude/docs/PLATFORM_HYGIENE_2026-06-21.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c01-platform-hygiene-sweep-20260628T064030Z.md:3	/home/shovalbe/.claude/docs/PLATFORM_HYGIENE_2026-06-28.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c01-platform-hygiene-sweep-20260705T063545Z.md:3	/home/shovalbe/.claude/docs/PLATFORM_HYGIENE_2026-07-05.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c01-platform-hygiene-sweep-20260712T063031Z.md:3	/home/shovalbe/.claude/docs/PLATFORM_HYGIENE_2026-07-12.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260427T170315Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-04-27.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260429T072024Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-04-29.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260429T170750Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-04-29.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260429T170750Z.md:6	/home/shovalbe/projects	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260502T184824Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-05-02.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260505T172847Z.md:14	/home/shovalbe/.claude/c2_engineering_review_sweep_tmp.py	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260505T172847Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-05-05.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260505T172847Z.md:7	/home/shovalbe/projects	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260506T171532Z.md:13	/home/shovalbe/.claude/c2_engineering_review_sweep_tmp.py	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260506T171532Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-05-06.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260521T163250Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-05-21.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260522T163450Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-05-22.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260526T164050Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-05-26.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260527T163122Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-05-27.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260601T133012Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-01.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260602T063012Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-02.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260602T133012Z.md:1	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-02.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260603T063012Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-03.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260603T133012Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-03.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260604T063012Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-04.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260605T063012Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-05.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260605T133012Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-05.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260608T063059Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-08.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260608T133059Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-08.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260609T063059Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-09.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260609T133059Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-09.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260611T063059Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-11.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260611T133059Z.md:4	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-11.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260614T060048Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-14.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260615T063026Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-15.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260615T063026Z.md:7	/home/shovalbe/projects/axia-seekapa-cs-agents	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260615T133026Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-15.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260616T065409Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-16.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260616T133026Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-16.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260617T063026Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-17.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260617T133026Z.md:12	/home/shovalbe/projects/cs-agent	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260617T133026Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-17.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260618T063026Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-18.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260618T063026Z.md:7	/home/shovalbe/projects/axia-seekapa-cs-agents	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260618T063026Z.md:7	/home/shovalbe/projects/cs-agent	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260618T133026Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-18.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260620T234453Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-20.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260622T133022Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-22.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260623T133022Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-23.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260624T063022Z.md:4	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-24.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260624T133022Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-24.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260625T063014Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-25.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260625T133014Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-25.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260628T064030Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-28.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260629T063027Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-29.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260629T133013Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-29.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260630T063027Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-30.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260630T133027Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-06-30.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260705T063545Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-07-05.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260706T063029Z.md:1	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-07-06.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260706T133059Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-07-06.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260707T063059Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-07-07.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260707T133010Z.md:1	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-07-07.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260708T063019Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-07-08.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260708T133047Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-07-08.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260709T063007Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-07-09.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260710T063007Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-07-10.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c02-engineering-review-sweep-20260710T133007Z.md:3	/home/shovalbe/.claude/docs/ENGINEERING_REVIEW_2026-07-10.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c03-prompt-drift-sweep-20260521T164050Z.md:3	/home/shovalbe/.claude/docs/PROMPT_DRIFT_2026-05-21.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c03-prompt-drift-sweep-20260607T133021Z.md:3	/home/shovalbe/.claude/docs/PROMPT_DRIFT_2026-06-07.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c03-prompt-drift-sweep-20260614T133059Z.md:3	/home/shovalbe/.claude/docs/PROMPT_DRIFT_2026-06-14.md	document names a path that is not on this machine
